Date,Company Name,Quater,Price,Open,High,Low,Close,Adj Close,Volume
2024-11-11,Alphabet,Q4,224.2299957,225.0,225.6999969,221.5,224.2299957,224.2299957,42005600.0
2024-11-12,Alphabet,Q4,224.2299957,224.5500031,225.5899963,223.3600006,224.2299957,224.2299957,40398300.0
2024-11-13,Alphabet,Q4,225.1199951,224.0099945,226.6499939,222.7599945,225.1199951,225.1199951,48566200.0
2024-11-14,Alphabet,Q4,228.2200012,225.0200043,228.8699951,225.0,228.2200012,228.2200012,44923900.0
2024-11-15,Alphabet,Q4,225.0,226.3999939,226.9199982,224.2700043,225.0,225.0,47923700.0
2024-11-18,Alphabet,Q4,228.0200043,225.25,229.7400055,225.1699982,228.0200043,228.0200043,44686000.0
2024-11-19,Alphabet,Q4,228.2799988,226.9799957,230.1600037,226.6600037,228.2799988,228.2799988,36211800.0
2024-11-20,Alphabet,Q4,229.0,228.0599976,229.9299927,225.8899994,229.0,229.0,35169600.0
2024-11-21,Alphabet,Q4,228.5200043,228.8800049,230.1600037,225.7100067,228.5200043,228.5200043,42108300.0
2024-11-22,Alphabet,Q4,229.8699951,228.0599976,230.7200012,228.0599976,229.8699951,229.8699951,38168300.0
2024-11-25,Alphabet,Q4,232.8699951,231.4600067,233.25,229.7400055,232.8699951,232.8699951,90152800.0
2024-11-26,Alphabet,Q4,235.0599976,233.3300018,235.5700073,233.3300018,235.0599976,235.0599976,45986200.0
2024-11-27,Alphabet,Q4,234.9299927,234.4700012,235.6900024,233.8099976,234.9299927,234.9299927,33498400.0
2024-11-29,Alphabet,Q4,237.3300018,234.8099976,237.8099976,233.9700012,237.3300018,237.3300018,28481400.0
2024-12-02,Alphabet,Q4,239.5899963,237.2700043,240.7899933,237.1600037,239.5899963,239.5899963,48137100.0
2024-12-03,Alphabet,Q4,242.6499939,239.8099976,242.7599945,238.8999939,242.6499939,242.6499939,38861000.0
2024-12-04,Alphabet,Q4,243.0099945,242.8699951,244.1100006,241.25,243.0099945,243.0099945,44383900.0
2024-12-05,Alphabet,Q4,243.0399933,243.9900055,244.5399933,242.1300049,243.0399933,243.0399933,40033900.0
2024-12-06,Alphabet,Q4,242.8399963,242.9100037,244.6300049,242.0800018,242.8399963,242.8399963,36870600.0
2024-12-09,Alphabet,Q4,246.75,241.8300018,247.2400055,241.75,246.75,246.75,44649200.0
2024-12-10,Alphabet,Q4,247.7700043,246.8899994,248.2100067,245.3399963,247.7700043,247.7700043,36914800.0
2024-12-11,Alphabet,Q4,246.4900055,247.9600067,250.8000031,246.2599945,246.4900055,246.4900055,45205800.0
2024-12-12,Alphabet,Q4,247.9600067,246.8899994,248.7400055,245.6799927,247.9600067,247.9600067,32777500.0
2024-12-13,Alphabet,Q4,248.1300049,247.8200073,249.2899933,246.2400055,248.1300049,248.1300049,33155300.0
2024-12-16,Alphabet,Q4,251.0399933,247.9900055,251.3800049,247.6499939,251.0399933,251.0399933,51694800.0
2024-12-17,Alphabet,Q4,253.4799957,250.0800018,253.8300018,249.7799988,253.4799957,253.4799957,51356400.0
2024-12-18,Alphabet,Q4,248.0500031,252.1600037,254.2799988,247.7400055,248.0500031,248.0500031,56774100.0
2024-12-19,Alphabet,Q4,249.7899933,247.5,252.0,247.0899963,249.7899933,249.7899933,60882300.0
2024-12-20,Alphabet,Q4,254.4900055,248.0399933,255.0,245.6900024,254.4900055,254.4900055,147495300.0
2024-12-23,Alphabet,Q4,255.2700043,254.7700043,255.6499939,253.4499969,255.2700043,255.2700043,40858800.0
2024-12-24,Alphabet,Q4,258.2000122,255.4900055,258.2099915,255.2899933,258.2000122,258.2000122,23234700.0
2024-12-26,Alphabet,Q4,259.019989,258.1900024,260.1000061,257.6300049,259.019989,259.019989,27237100.0
2024-12-27,Alphabet,Q4,255.5899963,257.8299866,258.7000122,253.0599976,255.5899963,255.5899963,42355300.0
2024-12-30,Alphabet,Q4,252.1999969,252.2299957,253.5,250.75,252.1999969,252.1999969,35557500.0
2024-12-31,Alphabet,Q4,250.4199982,252.4400024,253.2799988,249.4299927,250.4199982,250.4199982,39480700.0
2024-07-30,Amazon,Q3,181.7100067,184.7200012,185.8600006,179.3800049,181.7100067,181.7100067,39508600.0
2024-07-31,Amazon,Q3,186.9799957,185.0500031,187.9400024,184.4600067,186.9799957,186.9799957,41667300.0
2024-08-01,Amazon,Q3,184.0700073,189.2899933,190.6000061,181.8699951,184.0700073,184.0700073,70435600.0
2024-08-02,Amazon,Q3,167.8999939,166.75,168.7700043,160.5500031,167.8999939,167.8999939,141448400.0
2024-08-05,Amazon,Q3,161.0200043,154.2100067,162.9600067,151.6100006,161.0200043,161.0200043,83149400.0
2024-08-06,Amazon,Q3,161.9299927,161.7100067,165.0800018,158.5399933,161.9299927,161.9299927,59950800.0
2024-08-07,Amazon,Q3,162.7700043,166.5500031,167.5800018,161.4299927,162.7700043,162.7700043,48408200.0
2024-08-08,Amazon,Q3,165.8000031,165.1699982,166.6900024,162.5500031,165.8000031,165.8000031,44616200.0
2024-08-09,Amazon,Q3,166.9400024,166.3999939,168.5500031,165.8500061,166.9400024,166.9400024,36401000.0
2024-08-12,Amazon,Q3,166.8000031,168.1399994,168.5500031,166.1100006,166.8000031,166.8000031,30072800.0
2024-08-13,Amazon,Q3,170.2299957,167.8099976,171.0399933,167.1000061,170.2299957,170.2299957,39237900.0
2024-08-14,Amazon,Q3,170.1000061,172.1100006,172.2799988,168.8600006,170.1000061,170.1000061,28843800.0
2024-08-15,Amazon,Q3,177.5899963,174.8600006,177.9100037,173.9900055,177.5899963,177.5899963,51698500.0
2024-08-16,Amazon,Q3,177.0599976,177.0399933,178.3399963,176.2599945,177.0599976,177.0599976,31489200.0
2024-08-19,Amazon,Q3,178.2200012,177.6399994,178.3000031,176.1600037,178.2200012,178.2200012,31129800.0
2024-08-20,Amazon,Q3,178.8800049,177.9199982,179.0099945,177.4299927,178.8800049,178.8800049,26255200.0
2024-08-21,Amazon,Q3,180.1100006,179.9199982,182.3899994,178.8899994,180.1100006,180.1100006,35599100.0
2024-08-22,Amazon,Q3,176.1300049,181.3800049,181.4700012,175.6799927,176.1300049,176.1300049,32047500.0
2024-08-23,Amazon,Q3,177.0399933,177.3399963,178.9700012,175.2400055,177.0399933,177.0399933,29150100.0
2024-08-26,Amazon,Q3,175.5,176.6999969,177.4700012,174.3000031,175.5,175.5,22366200.0
2024-08-27,Amazon,Q3,173.1199951,174.1499939,174.8899994,172.25,173.1199951,173.1199951,29842000.0
2024-08-28,Amazon,Q3,170.8000031,173.6900024,173.6900024,168.9199982,170.8000031,170.8000031,29045000.0
2024-08-29,Amazon,Q3,172.1199951,173.2200012,174.2899933,170.8099976,172.1199951,172.1199951,26407800.0
2024-08-30,Amazon,Q3,178.5,172.7799988,178.8999939,172.6000061,178.5,178.5,43429400.0
2024-09-03,Amazon,Q3,176.25,177.5500031,178.2599945,175.2599945,176.25,176.25,37817500.0
2024-09-04,Amazon,Q3,173.3300018,174.4799957,175.9799957,172.5399933,173.3300018,173.3300018,30309200.0
2024-09-05,Amazon,Q3,177.8899994,175.0,179.8800049,175.0,177.8899994,177.8899994,40170500.0
2024-09-06,Amazon,Q3,171.3899994,177.2400055,178.3800049,171.1600037,171.3899994,171.3899994,41466500.0
2024-09-09,Amazon,Q3,175.3999939,174.5299988,175.8500061,173.5099945,175.3999939,175.3999939,29037400.0
2024-09-10,Amazon,Q3,179.5500031,177.4900055,180.5,176.7899933,179.5500031,179.5500031,36233800.0
2024-09-11,Amazon,Q3,184.5200043,180.1000061,184.9900055,175.7299957,184.5200043,184.5200043,42564700.0
2024-09-12,Amazon,Q3,187.0,184.8000031,187.4100037,183.5399933,187.0,187.0,33622500.0
2024-09-13,Amazon,Q3,186.4900055,187.0,188.5,185.9100037,186.4900055,186.4900055,26495400.0
2024-09-16,Amazon,Q3,184.8899994,185.2899933,185.8099976,183.3600006,184.8899994,184.8899994,26065500.0
2024-09-17,Amazon,Q3,186.8800049,186.8500061,189.4499969,186.1399994,186.8800049,186.8800049,26091700.0
2024-09-18,Amazon,Q3,186.4299927,186.4499969,188.8000031,185.0599976,186.4299927,186.4299927,34448100.0
2024-09-19,Amazon,Q3,189.8699951,190.0399933,190.9900055,188.4700012,189.8699951,189.8699951,39543200.0
2024-09-20,Amazon,Q3,191.6000061,190.2299957,191.8399963,187.4100037,191.6000061,191.6000061,100378600.0
2024-09-23,Amazon,Q3,193.8800049,191.6399994,194.4499969,190.5700073,193.8800049,193.8800049,36993100.0
2024-09-24,Amazon,Q3,193.9600067,194.2700043,195.3699951,190.1300049,193.9600067,193.9600067,43478900.0
2024-09-25,Amazon,Q3,192.5299988,193.75,193.9499969,192.1600037,192.5299988,192.5299988,26391100.0
2024-09-26,Amazon,Q3,191.1600037,194.3099976,194.5299988,189.5399933,191.1600037,191.1600037,36334900.0
2024-09-27,Amazon,Q3,187.9700012,190.6799927,190.8999939,187.3399963,187.9700012,187.9700012,36002300.0
2024-09-30,Amazon,Q3,186.3300018,187.1399994,188.4900055,184.6499939,186.3300018,186.3300018,41583900.0
2024-10-01,Amazon,Q4,185.1300049,184.8999939,186.1900024,183.4499969,185.1300049,185.1300049,36044900.0
2024-10-02,Amazon,Q4,184.7599945,184.4400024,186.6000061,184.0399933,184.7599945,184.7599945,23704100.0
2024-10-03,Amazon,Q4,181.9600067,183.0500031,183.4400024,180.8800049,181.9600067,181.9600067,30204300.0
2024-10-04,Amazon,Q4,186.5099945,185.75,187.6000061,183.6000061,186.5099945,186.5099945,40890300.0
2024-10-07,Amazon,Q4,180.8000031,182.9499969,183.6000061,180.25,180.8000031,180.8000031,42364200.0
2024-10-08,Amazon,Q4,182.7200012,181.9199982,183.0899963,180.9199982,182.7200012,182.7200012,26372100.0
2024-10-09,Amazon,Q4,185.1699982,182.8200073,185.8500061,182.0500031,185.1699982,185.1699982,26343100.0
2024-10-10,Amazon,Q4,186.6499939,187.1300049,188.1300049,185.8300018,186.6499939,186.6499939,27785000.0
2024-10-11,Amazon,Q4,188.8200073,186.6300049,189.9299927,186.3000031,188.8200073,188.8200073,25751600.0
2024-10-14,Amazon,Q4,187.5399933,189.7799988,189.8300018,187.3600006,187.5399933,187.5399933,22614400.0
2024-10-15,Amazon,Q4,187.6900024,187.6300049,188.4100037,184.5800018,187.6900024,187.6900024,32178900.0
2024-10-16,Amazon,Q4,186.8899994,187.0500031,187.7799988,185.6100006,186.8899994,186.8899994,23456800.0
2024-10-17,Amazon,Q4,187.5299988,188.2200012,188.9400024,186.0,187.5299988,187.5299988,25039400.0
2024-10-18,Amazon,Q4,188.9900055,187.1499939,190.7400055,186.2799988,188.9900055,188.9900055,37417700.0
2024-10-21,Amazon,Q4,189.0700073,188.0500031,189.4600067,186.3999939,189.0700073,189.0700073,24639400.0
2024-10-22,Amazon,Q4,189.6999969,188.3500061,191.5200043,186.9799957,189.6999969,189.6999969,29650600.0
2024-10-23,Amazon,Q4,184.7100067,188.8500061,189.1600037,183.6900024,184.7100067,184.7100067,31937100.0
2024-10-24,Amazon,Q4,186.3800049,185.25,187.1100006,183.8600006,186.3800049,186.3800049,21647400.0
2024-10-25,Amazon,Q4,187.8300018,187.8500061,190.4499969,187.5299988,187.8300018,187.8300018,29362100.0
2024-10-28,Amazon,Q4,188.3899994,189.5700073,190.2100067,188.2100067,188.3899994,188.3899994,27930800.0
2024-10-29,Amazon,Q4,190.8300018,188.5800018,191.4600067,187.8200073,190.8300018,190.8300018,35690200.0
2024-10-30,Amazon,Q4,192.7299957,194.6999969,195.6100006,192.4199982,192.7299957,192.7299957,37707600.0
2024-10-31,Amazon,Q4,186.3999939,190.5099945,190.6000061,185.2299957,186.3999939,186.3999939,75146800.0
2024-11-01,Amazon,Q4,197.9299927,199.0,200.5,197.0200043,197.9299927,197.9299927,99687800.0
2024-11-04,Amazon,Q4,195.7799988,196.4499969,197.3300018,194.3099976,195.7799988,195.7799988,38492100.0
2024-11-05,Amazon,Q4,199.5,196.0399933,199.8200073,195.9900055,199.5,199.5,30564800.0
2024-11-06,Amazon,Q4,207.0899963,200.0099945,207.5500031,199.1399994,207.0899963,207.0899963,72292200.0
2024-11-07,Amazon,Q4,210.0500031,207.4400024,212.25,207.1900024,210.0500031,210.0500031,52878400.0
2024-11-08,Amazon,Q4,208.1799927,209.7200012,209.9600067,207.4400024,208.1799927,208.1799927,36075800.0
2024-11-11,Amazon,Q4,206.8399963,208.5,209.6499939,205.5899963,206.8399963,206.8399963,35456000.0
2024-11-12,Amazon,Q4,208.9100037,208.3699951,209.5399933,206.0099945,208.9100037,208.9100037,38942900.0
2024-11-13,Amazon,Q4,214.1000061,209.3999939,215.0899963,209.1399994,214.1000061,214.1000061,46212900.0
2024-11-14,Amazon,Q4,211.4799957,214.1600037,215.8999939,210.8800049,211.4799957,211.4799957,42620300.0
2024-11-15,Amazon,Q4,202.6100006,206.7599945,207.3399963,199.6100006,202.6100006,202.6100006,86591100.0
2024-11-18,Amazon,Q4,201.6999969,204.1499939,204.6699982,200.9499969,201.6999969,201.6999969,36512500.0
2024-11-19,Amazon,Q4,204.6100006,199.3300018,205.3000031,198.7799988,204.6100006,204.6100006,31197900.0
2024-11-20,Amazon,Q4,202.8800049,202.9799957,203.1300049,199.4499969,202.8800049,202.8800049,32769000.0
2024-11-21,Amazon,Q4,198.3800049,203.4900055,203.4900055,195.75,198.3800049,198.3800049,58800000.0
2024-11-22,Amazon,Q4,197.1199951,198.25,199.2599945,196.75,197.1199951,197.1199951,31530800.0
2024-11-25,Amazon,Q4,201.4499969,199.2799988,201.9499969,199.0,201.4499969,201.4499969,40685700.0
2024-11-26,Amazon,Q4,207.8600006,201.8999939,208.0,201.7899933,207.8600006,207.8600006,41673700.0
2024-11-27,Amazon,Q4,205.7400055,206.9799957,207.6399994,205.0500031,205.7400055,205.7400055,28061600.0
2024-11-29,Amazon,Q4,207.8899994,205.8300018,208.1999969,204.5899963,207.8899994,207.8899994,24892400.0
2024-12-02,Amazon,Q4,210.7100067,209.9600067,212.9900055,209.5099945,210.7100067,210.7100067,39523200.0
2024-12-03,Amazon,Q4,213.4400024,210.3099976,214.0200043,209.6499939,213.4400024,213.4400024,32214800.0
2024-12-04,Amazon,Q4,218.1600037,215.9600067,220.0,215.75,218.1600037,218.1600037,48745700.0
2024-12-05,Amazon,Q4,220.5500031,218.0299988,222.1499939,217.3000031,220.5500031,220.5500031,41140200.0
2024-12-06,Amazon,Q4,227.0299988,220.75,227.1499939,220.6000061,227.0299988,227.0299988,44178100.0
2024-12-09,Amazon,Q4,226.0899963,227.2100067,230.0800018,225.6699982,226.0899963,226.0899963,46819400.0
2024-12-10,Amazon,Q4,225.0399933,226.0899963,229.0599976,224.1999969,225.0399933,225.0399933,31199900.0
2024-12-11,Amazon,Q4,230.2599945,226.4100037,231.1999969,226.2599945,230.2599945,230.2599945,35385800.0
2024-12-12,Amazon,Q4,228.9700012,229.8300018,231.0899963,227.6300049,228.9700012,228.9700012,28204100.0
2024-12-13,Amazon,Q4,227.4600067,228.3999939,230.1999969,225.8600006,227.4600067,227.4600067,28768100.0
2024-12-16,Amazon,Q4,232.9299927,230.2299957,233.0,228.0099945,232.9299927,232.9299927,37552100.0
2024-12-17,Amazon,Q4,231.1499939,232.3899994,232.7299957,227.8500061,231.1499939,231.1499939,35948100.0
2024-12-18,Amazon,Q4,220.5200043,230.7700043,231.3999939,220.1100006,220.5200043,220.5200043,43281400.0
2024-12-19,Amazon,Q4,223.2899933,224.9100037,226.0899963,222.9199982,223.2899933,223.2899933,39918700.0
2024-12-20,Amazon,Q4,224.9199982,219.8399963,226.2100067,218.7299957,224.9199982,224.9199982,88279200.0
2024-12-23,Amazon,Q4,225.0599976,225.0099945,226.8800049,223.8999939,225.0599976,225.0599976,28070000.0
2024-12-24,Amazon,Q4,229.0500031,226.9400024,229.1399994,226.1300049,229.0500031,229.0500031,15007500.0
2024-12-26,Amazon,Q4,227.0500031,228.5,228.5,226.6699982,227.0500031,227.0500031,16146700.0
2024-12-27,Amazon,Q4,223.75,225.6000061,226.0299988,220.8999939,223.75,223.75,27367100.0
2024-12-30,Amazon,Q4,221.3000031,220.0599976,223.0,218.4299927,221.3000031,221.3000031,28321200.0
2024-12-31,Amazon,Q4,219.3899994,222.9700012,223.2299957,218.9400024,219.3899994,219.3899994,24819700.0
2024-07-30,Microsoft,Q3,422.9200134,427.7200012,429.0499878,417.3599854,422.9200134,422.1591187,32687600.0
2024-07-31,Microsoft,Q3,418.3500061,420.5,421.7799988,412.2099915,418.3500061,417.5973206,42891400.0
2024-08-01,Microsoft,Q3,417.1099854,420.7900085,427.4599915,413.0899963,417.1099854,416.3595276,30296400.0
2024-08-02,Microsoft,Q3,408.4899902,412.4899902,415.0,404.3399963,408.4899902,407.7550354,29437900.0
2024-08-05,Microsoft,Q3,395.1499939,389.1700134,401.0400085,385.5799866,395.1499939,394.4390564,40709200.0
2024-08-06,Microsoft,Q3,399.6099854,400.0,405.6700134,398.5,399.6099854,398.8910217,24946500.0
2024-08-07,Microsoft,Q3,398.4299927,408.6400146,410.0799866,397.4700012,398.4299927,397.7131653,20650900.0
2024-08-08,Microsoft,Q3,402.6900024,402.4400024,405.8599854,399.9400024,402.6900024,401.9654846,20203000.0
2024-08-09,Microsoft,Q3,406.019989,404.0299988,408.0499878,402.2600098,406.019989,405.2894897,19276700.0
2024-08-12,Microsoft,Q3,406.8099976,407.0599976,408.7600098,404.2399902,406.8099976,406.078064,16762900.0
2024-08-13,Microsoft,Q3,414.0100098,409.5899963,414.9500122,409.5700073,414.0100098,413.2651367,19414300.0
2024-08-14,Microsoft,Q3,416.8599854,414.7999878,417.7200012,412.4500122,416.8599854,416.1099854,18267000.0
2024-08-15,Microsoft,Q3,421.0299988,419.7999878,421.1099854,417.6600037,421.0299988,421.0299988,20752100.0
2024-08-16,Microsoft,Q3,418.4700012,420.6000061,421.3399963,417.2999878,418.4700012,418.4700012,22775600.0
2024-08-19,Microsoft,Q3,421.5299988,418.9599915,421.75,416.4599915,421.5299988,421.5299988,15234000.0
2024-08-20,Microsoft,Q3,424.7999878,421.7000122,425.8599854,421.6400146,424.7999878,424.7999878,16387600.0
2024-08-21,Microsoft,Q3,424.1400146,424.0799866,426.3999939,421.7200012,424.1400146,424.1400146,16067300.0
2024-08-22,Microsoft,Q3,415.5499878,424.3599854,426.7900085,414.6099854,415.5499878,415.5499878,19361900.0
2024-08-23,Microsoft,Q3,416.7900085,416.980011,419.2600098,412.0899963,416.7900085,416.7900085,18493800.0
2024-08-26,Microsoft,Q3,413.4899902,416.3699951,417.2799988,411.3399963,413.4899902,413.4899902,13152800.0
2024-08-27,Microsoft,Q3,413.8399963,412.8599854,414.3599854,410.25,413.8399963,413.8399963,13492900.0
2024-08-28,Microsoft,Q3,410.6000061,414.8800049,415.0,407.3099976,410.6000061,410.6000061,14882700.0
2024-08-29,Microsoft,Q3,413.1199951,414.9400024,422.0499878,410.6000061,413.1199951,413.1199951,17045200.0
2024-08-30,Microsoft,Q3,417.1400146,415.6000061,417.4899902,412.1300049,417.1400146,417.1400146,24308300.0
2024-09-03,Microsoft,Q3,409.4400024,417.9100037,419.8800049,407.0299988,409.4400024,409.4400024,20313600.0
2024-09-04,Microsoft,Q3,408.8999939,405.9100037,411.2399902,404.3699951,408.8999939,408.8999939,15135800.0
2024-09-05,Microsoft,Q3,408.3900146,407.6199951,413.1000061,406.1300049,408.3900146,408.3900146,14195500.0
2024-09-06,Microsoft,Q3,401.7000122,409.0599976,410.6499939,400.7999878,401.7000122,401.7000122,19609500.0
2024-09-09,Microsoft,Q3,405.7200012,407.2399902,408.6499939,402.1499939,405.7200012,405.7200012,15295100.0
2024-09-10,Microsoft,Q3,414.2000122,408.2000122,416.3299866,407.7000122,414.2000122,414.2000122,19594300.0
2024-09-11,Microsoft,Q3,423.0400085,415.5,423.9899902,409.5799866,423.0400085,423.0400085,19266900.0
2024-09-12,Microsoft,Q3,427.0,423.3099976,427.3699951,419.75,427.0,427.0,17418800.0
2024-09-13,Microsoft,Q3,430.5899963,425.8299866,431.8299866,425.4599915,430.5899963,430.5899963,15874600.0
2024-09-16,Microsoft,Q3,431.3399963,430.6000061,433.5299988,428.2200012,431.3399963,431.3399963,13834700.0
2024-09-17,Microsoft,Q3,435.1499939,440.230011,441.8500061,432.269989,435.1499939,435.1499939,18874200.0
2024-09-18,Microsoft,Q3,430.8099976,435.0,436.0299988,430.4100037,430.8099976,430.8099976,18898000.0
2024-09-19,Microsoft,Q3,438.6900024,441.230011,441.5,436.8999939,438.6900024,438.6900024,21706600.0
2024-09-20,Microsoft,Q3,435.269989,437.2200012,439.2399902,434.2200012,435.269989,435.269989,55167100.0
2024-09-23,Microsoft,Q3,433.5100098,434.2799988,436.4599915,430.3900146,433.5100098,433.5100098,15128900.0
2024-09-24,Microsoft,Q3,429.1700134,433.0,433.3500061,426.1000061,429.1700134,429.1700134,17015800.0
2024-09-25,Microsoft,Q3,432.1099854,429.8299866,433.1199951,428.5700073,432.1099854,432.1099854,13396400.0
2024-09-26,Microsoft,Q3,431.3099976,435.0899963,435.2999878,429.1300049,431.3099976,431.3099976,14492000.0
2024-09-27,Microsoft,Q3,428.019989,431.519989,431.8500061,427.4700012,428.019989,428.019989,14896100.0
2024-09-30,Microsoft,Q3,430.2999878,428.2099915,430.4200134,425.3699951,430.2999878,430.2999878,16807300.0
2024-10-01,Microsoft,Q4,420.6900024,428.4500122,428.480011,418.8099976,420.6900024,420.6900024,19092900.0
2024-10-02,Microsoft,Q4,417.1300049,422.5799866,422.8200073,416.7099915,417.1300049,417.1300049,16582300.0
2024-10-03,Microsoft,Q4,416.5400085,417.6300049,419.5499878,414.2900085,416.5400085,416.5400085,13686400.0
2024-10-04,Microsoft,Q4,416.0599976,418.2399902,419.75,414.9700012,416.0599976,416.0599976,19169700.0
2024-10-07,Microsoft,Q4,409.5400085,416.0,417.1099854,409.0,409.5400085,409.5400085,20919800.0
2024-10-08,Microsoft,Q4,414.7099915,410.8999939,415.6600037,408.1700134,414.7099915,414.7099915,19229300.0
2024-10-09,Microsoft,Q4,417.4599915,415.8599854,420.3800049,414.2999878,417.4599915,417.4599915,14974300.0
2024-10-10,Microsoft,Q4,415.8399963,415.230011,417.3500061,413.1499939,415.8399963,415.8399963,13848400.0
2024-10-11,Microsoft,Q4,416.3200073,416.1400146,417.1300049,413.25,416.3200073,416.3200073,14144900.0
2024-10-14,Microsoft,Q4,419.1400146,417.769989,424.0400085,417.519989,419.1400146,419.1400146,16653100.0
2024-10-15,Microsoft,Q4,418.7399902,422.1799927,422.480011,415.2600098,418.7399902,418.7399902,18900200.0
2024-10-16,Microsoft,Q4,416.1199951,415.1700134,416.3599854,410.480011,416.1199951,416.1199951,15508900.0
2024-10-17,Microsoft,Q4,416.7200012,422.3599854,422.5,415.5899963,416.7200012,416.7200012,14820000.0
2024-10-18,Microsoft,Q4,418.1600037,417.1400146,419.6499939,416.2600098,418.1600037,418.1600037,17145300.0
2024-10-21,Microsoft,Q4,418.7799988,416.1199951,418.9599915,413.75,418.7799988,418.7799988,14206100.0
2024-10-22,Microsoft,Q4,427.5100098,418.4899902,430.5799866,418.0400085,427.5100098,427.5100098,25482200.0
2024-10-23,Microsoft,Q4,424.6000061,430.8599854,431.0799866,422.5299988,424.6000061,424.6000061,19654400.0
2024-10-24,Microsoft,Q4,424.730011,425.3299866,425.980011,422.3999939,424.730011,424.730011,13581600.0
2024-10-25,Microsoft,Q4,428.1499939,426.7600098,432.519989,426.5700073,428.1499939,428.1499939,16899100.0
2024-10-28,Microsoft,Q4,426.5899963,431.6600037,431.9400024,426.2999878,426.5899963,426.5899963,14882400.0
2024-10-29,Microsoft,Q4,431.9500122,428.0,433.1700134,425.7999878,431.9500122,431.9500122,17644100.0
2024-10-30,Microsoft,Q4,432.5299988,437.4400024,438.5,432.1000061,432.5299988,432.5299988,29749100.0
2024-10-31,Microsoft,Q4,406.3500061,415.3599854,416.1600037,406.2999878,406.3500061,406.3500061,53971000.0
2024-11-01,Microsoft,Q4,410.3699951,409.0100098,415.5,407.5,410.3699951,410.3699951,24230400.0
2024-11-04,Microsoft,Q4,408.4599915,409.7999878,410.4200134,405.5700073,408.4599915,408.4599915,19672300.0
2024-11-05,Microsoft,Q4,411.4599915,408.3699951,414.8999939,408.0799866,411.4599915,411.4599915,17626000.0
2024-11-06,Microsoft,Q4,420.1799927,412.4200134,420.4500122,410.519989,420.1799927,420.1799927,26681800.0
2024-11-07,Microsoft,Q4,425.4299927,421.2799988,426.8500061,419.8800049,425.4299927,425.4299927,19901800.0
2024-11-08,Microsoft,Q4,422.5400085,425.3200073,426.5,421.7799988,422.5400085,422.5400085,16891400.0
2024-11-11,Microsoft,Q4,418.0100098,422.519989,424.8099976,416.0,418.0100098,418.0100098,24503300.0
2024-11-12,Microsoft,Q4,423.0299988,418.25,424.4400024,417.2000122,423.0299988,423.0299988,19401200.0
2024-11-13,Microsoft,Q4,425.2000122,421.6400146,429.3299866,418.2099915,425.2000122,425.2000122,21502200.0
2024-11-14,Microsoft,Q4,426.8900146,425.0,428.1700134,420.0,426.8900146,426.8900146,30246900.0
2024-11-15,Microsoft,Q4,415.0,419.8200073,422.7999878,413.6400146,415.0,415.0,28247600.0
2024-11-18,Microsoft,Q4,415.7600098,414.8699951,418.3999939,412.1000061,415.7600098,415.7600098,24742000.0
2024-11-19,Microsoft,Q4,417.7900085,413.1099854,417.9400024,411.5499878,417.7900085,417.7900085,18133500.0
2024-11-20,Microsoft,Q4,415.4899902,416.8699951,417.2900085,410.5799866,415.4899902,415.4899902,19191700.0
2024-11-21,Microsoft,Q4,412.8699951,419.5,419.7799988,410.2900085,412.8699951,412.8699951,20780200.0
2024-11-22,Microsoft,Q4,417.0,411.3699951,417.3999939,411.0599976,417.0,417.0,24814600.0
2024-11-25,Microsoft,Q4,418.7900085,418.3800049,421.0799866,414.8500061,418.7900085,418.7900085,27691100.0
2024-11-26,Microsoft,Q4,427.9899902,419.5899963,429.0400085,418.8500061,427.9899902,427.9899902,23458900.0
2024-11-27,Microsoft,Q4,422.9899902,425.1099854,427.230011,422.019989,422.9899902,422.9899902,18332400.0
2024-11-29,Microsoft,Q4,423.4599915,420.0899963,424.8800049,417.7999878,423.4599915,423.4599915,16271900.0
2024-12-02,Microsoft,Q4,430.980011,421.5700073,433.0,421.3099976,430.980011,430.980011,20207200.0
2024-12-03,Microsoft,Q4,431.2000122,429.8399963,432.4700012,427.7399902,431.2000122,431.2000122,18302000.0
2024-12-04,Microsoft,Q4,437.4200134,433.0299988,439.6700134,432.6300049,437.4200134,437.4200134,26009400.0
2024-12-05,Microsoft,Q4,442.6199951,437.9200134,444.6600037,436.1700134,442.6199951,442.6199951,21697800.0
2024-12-06,Microsoft,Q4,443.5700073,442.2999878,446.1000061,441.769989,443.5700073,443.5700073,18821000.0
2024-12-09,Microsoft,Q4,446.019989,442.6000061,448.3299866,440.5,446.019989,446.019989,19144400.0
2024-12-10,Microsoft,Q4,443.3299866,444.3900146,449.6199951,441.6000061,443.3299866,443.3299866,18469500.0
2024-12-11,Microsoft,Q4,448.9899902,444.0499878,450.3500061,444.0499878,448.9899902,448.9899902,19200200.0
2024-12-12,Microsoft,Q4,449.5599976,449.1099854,456.1600037,449.1099854,449.5599976,449.5599976,20834800.0
2024-12-13,Microsoft,Q4,447.269989,448.4400024,451.4299927,445.5799866,447.269989,447.269989,20177800.0
2024-12-16,Microsoft,Q4,451.5899963,447.269989,452.1799927,445.2799988,451.5899963,451.5899963,23598800.0
2024-12-17,Microsoft,Q4,454.4599915,451.0100098,455.2900085,449.5700073,454.4599915,454.4599915,22733500.0
